GitHub Repo,Engineered ML Project,Stars,Commits,Lines of Code,Architecture,Community,Continuous Integration,Documentation,History,Issues,License,Unit Testing,Python_Percentage,A1_Elements,A2_Elements,B1_Elements,B2_Elements,C1_Elements,C2_Elements,Assign Multi Targets,Call Star,List Comprehension,Dict Comprehension,Set Comprehension,Truth Value Test,Chain Compare,For Multi Targets,For Else,PY_Assign Multi Targets,PY_Call Star,PY_List Comprehension,PY_Dict Comprehension,PY_Set Comprehension,PY_Truth Value Test,PY_Chain Compare,PY_For Multi Targets,PY_For Else
https://github.com/TAMU-VITA/DeblurGANv2.git,N,396,112,2238,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,https://github.com/TAMU-VITA/DeblurGANv2/graphs/contributors shows that there are multiple contributors,CI is not used on the project.,Most of the functions in the source code are not documented.,No evidence of sustained commit activity,Did not reply to this year's issues and questions,https://github.com/TAMU-VITA/DeblurGANv2/blob/master/LICENSE is provided.,There are files related to testing but not much,99.9498336589745,0,0,0,0,0,0,97,0,1,0,0,4,0,0,0,1,16,9,0,0,33,1,7,0
https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials.git,N,2365,1094,268628,Organized into projects where each project source code exists as ad-hoc scripts.,There are no contributors to the project other than the author.,The project uses Travis CI,There is a well-maintained documentation,No evidence of sustained commit activity,The author of the project does not reply to issues or close them.,https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials/blob/master/LICENSE is provided.,There are many projects in this git and some of them have test files,95.86486033558872,0,0,0,0,0,0,8043,98,102,22,0,505,129,9,4,119,339,1627,92,0,3780,123,875,3
https://github.com/tech-srl/code2vec.git,N,626,159,2348,X The source code of the project exists as ad-hoc scripts.,"2 have significantly more commits than others, but 10 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,2 open << 73 closed,License provided,Few tests,68.21907122097863,0,0,0,0,0,0,83,0,0,0,0,12,2,0,0,0,4,15,6,0,68,1,15,0
https://github.com/tensorflow/addons.git,Y,886,1123,26769,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"2 have significantly more commits than others, but 103 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",113 open < 473 closed,License provided,Few tests https://github.com/tensorflow/addons/tree/master/tools/testing,84.3942818190707,0,0,0,0,0,0,1458,3,3,1,0,48,29,2,1,0,27,86,6,0,477,7,57,0
https://github.com/tensorflow/compression.git,Y,287,112,9362,Organised but not in modules,"2-3 have significantly more commits than others, but 15 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",4 open << 37 closed,License provided,X Doesn't seem to have unit test,59.530221572644216,0,0,0,0,0,0,386,4,3,0,0,5,8,0,0,3,33,51,13,0,236,11,34,0
https://github.com/tensorflow/data-validation.git,Y,455,464,15664,Organised but not in modules,"2 have significantly more commits than others, but 4 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",34 open < 62 closed,License provided,X 1 integration test https://github.com/tensorflow/data-validation/tree/master/tensorflow_data_validation/integration_tests,66.66307376021373,0,0,0,0,0,0,940,7,20,7,2,22,20,1,2,1,43,132,14,2,465,9,147,0
https://github.com/tensorflow/federated.git,Y,1092,2034,67554,X The source code of the project exists as ad-hoc scripts.,"4 have significantly more commits than others, but 53 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",21 open < 142 closed,License provided,X Doesn't seem to have unit test,82.90120352474561,0,0,0,0,0,0,3232,59,43,4,3,41,35,12,0,3,164,441,40,1,1860,6,279,0
https://github.com/tensorflow/graphics.git,Y,2205,281,24124,The source code of this project has been organised into different modules in a way that shows the relationship between different files.,"1 has significantly more commits than others, but 20contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",40 open < 74 closed,License provided,A number of tests https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/util/tests,84.54325693212141,0,0,0,0,0,0,1796,7,3,9,0,39,7,1,0,2,44,166,5,0,512,1,76,0
https://github.com/tensorflow/mesh.git,Y,489,476,23158,A few folders,"1 has significantly more commits than others, but 29 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,31 open < 9 closed,License provided,A number of tests https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/util/tests,99.90267874659487,0,0,0,0,0,0,1356,1,17,16,2,84,34,1,1,8,33,295,27,7,765,0,119,0
https://github.com/tensorflow/model-analysis.git,Y,962,672,39179,Organised but not in modules,"2 has significantly more commits than others, but 28 contributers",X CI is not used on the project.,Documentation provided,"Recent, Commit activity not negligible",14 open < 20 closed,License provided,A number of tests https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/util/tests,69.93148253460811,0,0,0,0,0,0,1583,0,37,60,1,50,62,3,0,0,31,244,55,4,1331,0,335,2
https://github.com/tensorflow/models.git,N,64439,4914,234008,Organised but not in modules,"100 contributers, most significant",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",820 open << 4647 closed,License provided,Few tests https://github.com/tensorflow/models/tree/master/official/utils/testing/scripts,87.12813934771283,0,0,0,0,0,0,17064,154,142,146,1,479,266,18,7,104,251,1499,251,10,7799,47,1191,3
https://github.com/tensorflow/privacy.git,Y,1117,289,14031,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"6 has significantly more commits than others, but 26contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",22 open < 66 closed,License provided,X Doesn't seem to have unit test,68.43539485515454,0,0,0,0,0,0,1227,2,15,3,0,70,32,0,1,2,74,162,9,2,526,17,83,0
https://github.com/tensorflow/quantum.git,Y,890,370,11147,Organised but not in modules,"2 have significantly more commits than others, but 16 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,"Recent, Commit activity not negligible",36 open < 61 closed,License provided,A number of tests https://github.com/tensorflow/quantum/tree/master/benchmarks/scripts,67.64222724541808,0,0,0,0,0,0,694,44,9,1,0,22,8,1,0,0,61,520,8,2,303,0,65,0
https://github.com/tensorflow/ranking.git,Y,1710,185,13563,"Organised but not in modules, not many files too","3 have significantly more commits than others, but 15 contributers",X CI is not used on the project.,X Most of the functions in the source code are not documented.,Commit activity not negligible,13 open < 176 closed,License provided,Quite a number of tests https://github.com/tensorflow/ranking/tree/master/tensorflow_ranking/python,91.3648352272874,0,0,0,0,0,0,1050,0,9,7,0,2,5,0,0,0,12,92,65,4,245,2,51,0
https://github.com/tensorforce/tensorforce.git,Y,2699,1910,20607,Organised but not in modules,"3 have significantly more commits than others, but 59 contributers",Travis used,Documentation mostly in links,Commit activity not negligible,11 open < 490 closed,License provided,Quite a number of tests https://github.com/tensorforce/tensorforce/tree/master/test,99.92331634559204,0,0,0,0,0,0,747,0,0,3,0,121,54,0,0,20,19,96,6,0,1136,27,109,4
https://github.com/tensorlayer/hyperpose.git,Y,796,487,6104,Organised but not in modules,"2 have significantly more commits than others, but 14 contributers",X CI is not used on the project.,X not much,Commit activity not negligible,6 open << 120 closed,"X There is no license to be found, either in the form of a license file or written inside the source code file.",X Doesn't seem to have unit test,72.57943302085629,0,0,0,0,0,0,486,2,19,4,0,90,20,0,0,0,0,23,9,0,173,0,75,0
https://github.com/tensorlayer/RLzoo.git,Y,445,312,7707,Organised but not in modules,"2 have significantly more commits than others, but 5contributers",X CI is not used on the project.,Documentation mostly in links,"Recent, Commit activity not negligible",2 open < 9closed,License provided,X Doesn't seem to have unit test,66.56947082880536,0,0,0,0,0,0,325,1,1,1,0,23,4,0,0,6,20,32,0,0,279,4,32,0
https://github.com/tensorlayer/tensorlayer.git,Y,6132,3270,27856,Organised but not in modules,"1 has significantly more commits than others, but 84 contributers",Travis used,Documentation provided,Commit activity not negligible,34 open < 403 closed,License provided,Quite a number of tests https://github.com/tensorforce/tensorforce/tree/master/test,99.6406818845534,0,0,0,0,0,0,1286,15,16,8,0,125,27,13,0,32,42,198,4,0,812,12,226,1
https://github.com/tensorpack/tensorpack.git,Y,5551,2887,24814,The source code of this project has been organised into different modules in a way that shows the relationship between different files. https://github.com/tensorflow/privacy/tree/master/tensorflow_privacy/privacy,"2 has significantly more commits than others, but 53 contributers",X CI is not used on the project.,Documentation provided,Commit activity not negligible,7 open << 1k+ closed,License provided,A number of tests https://github.com/tensorpack/tensorpack/tree/master/tests,99.8178023727589,0,0,0,0,0,0,1053,19,15,9,0,110,27,7,0,13,151,274,37,14,937,0,152,1
